	datetime	chl	turb	cDOM
0	2025-05-26 14:20:30	15.0426	0.01210128	369.5115
1	2025-05-26 14:20:32	15.1402	0.01210128	369.5115
2	2025-05-26 14:20:33	15.0548	0.01210128	369.5115
3	2025-05-26 14:20:34	15.067	0.01210128	369.5115
4	2025-05-26 14:20:35	15.0792	0.01210128	369.5115
5	2025-05-26 14:20:36	15.067	0.01210128	369.5115
6	2025-05-26 14:30:30	16.043	0.01210128	369.5115
7	2025-05-26 14:30:32	15.969800000000001	0.01210128	369.5115
8	2025-05-26 14:30:33	16.0186	0.01210128	369.5115
9	2025-05-26 14:30:34	16.104000000000003	0.01210128	369.5115
10	2025-05-26 14:30:35	16.0186	0.01210128	369.5115
11	2025-05-26 14:30:36	15.969800000000001	0.01210128	369.5115
12	2025-05-26 14:40:30	15.982000000000001	0.01210128	369.5115
13	2025-05-26 14:40:32	16.104000000000003	0.01210128	369.5115
14	2025-05-26 14:40:33	15.982000000000001	0.01210128	369.5115
15	2025-05-26 14:40:34	16.0064	0.01210128	369.5115
16	2025-05-26 14:40:35	15.994200000000001	0.01210128	369.5115
17	2025-05-26 14:40:36	15.908800000000001	0.01210128	369.5115
18	2025-05-26 14:50:30	15.957600000000001	0.01210128	369.5115
19	2025-05-26 14:50:32	16.0308	0.01210128	369.5115
20	2025-05-26 14:50:33	15.994200000000001	0.01210128	369.5115
21	2025-05-26 14:50:34	16.067400000000003	0.01210128	369.5115
22	2025-05-26 14:50:35	15.994200000000001	0.01210128	369.5115
23	2025-05-26 14:50:36	16.043	0.01210128	369.5115
24	2025-05-26 15:00:30	15.884400000000001	0.01210128	369.5115
25	2025-05-26 15:00:32	15.847800000000001	0.01210128	369.5115
26	2025-05-26 15:00:33	15.921000000000001	0.01210128	369.5115
27	2025-05-26 15:00:34	15.860000000000001	0.01210128	369.5115
28	2025-05-26 15:00:35	15.921000000000001	0.01210128	369.5115
29	2025-05-26 15:00:36	15.921000000000001	0.01210128	369.5115
30	2025-05-26 15:10:30	0.0732	0.009977624000000001	0.362
