	datetime	chl	turb	cDOM
0	2025-08-27 13:57:02	12.4196	0.01210128	369.5115
1	2025-08-27 13:57:03	12.4318	0.01210128	369.5115
2	2025-08-27 13:57:04	12.383000000000001	0.01210128	369.5115
3	2025-08-27 13:57:06	12.4196	0.01210128	369.5115
4	2025-08-27 13:57:07	12.4196	0.01210128	369.5115
5	2025-08-27 13:57:08	12.383000000000001	0.01210128	369.5115
6	2025-08-27 14:00:52	12.3952	0.01210128	369.5115
7	2025-08-27 14:00:53	12.383000000000001	0.01210128	369.5115
8	2025-08-27 14:00:54	12.370800000000001	0.01210128	369.5115
9	2025-08-27 14:00:55	12.383000000000001	0.01210128	369.5115
10	2025-08-27 14:00:56	12.358600000000001	0.01210128	369.5115
11	2025-08-27 14:00:57	12.358600000000001	0.01210128	369.5115
12	2025-08-27 14:02:16	12.4196	0.01210128	369.5115
13	2025-08-27 14:02:17	12.383000000000001	0.01210128	369.5115
14	2025-08-27 14:02:18	12.4074	0.01210128	369.5115
15	2025-08-27 14:02:19	12.358600000000001	0.01210128	369.5115
16	2025-08-27 14:02:21	12.383000000000001	0.01210128	369.5115
17	2025-08-27 14:02:22	12.358600000000001	0.01210128	369.5115
18	2025-08-27 14:15:17	12.7002	0.01210128	369.5115
19	2025-08-27 14:15:18	12.7124	0.01210128	369.5115
20	2025-08-27 14:15:19	12.7124	0.01210128	369.5115
21	2025-08-27 14:15:20	12.7002	0.01210128	369.5115
22	2025-08-27 14:15:21	12.7002	0.01210128	369.5115
23	2025-08-27 14:15:22	12.688	0.01210128	369.5115
24	2025-08-27 14:25:16	0.47580000000000006	0.001020304	0.9954999999999999
25	2025-08-27 14:25:18	0.42700000000000005	0.00094912	1.0859999999999999
26	2025-08-27 14:25:19	0.5124000000000001	0.0010054740000000001	1.5385
27	2025-08-27 14:25:20	0.5002	0.001046998	1.0859999999999999
28	2025-08-27 14:25:21	0.5368	0.00096395	1.3575
29	2025-08-27 14:25:22	0.43920000000000003	0.000975814	1.0859999999999999
30	2025-08-27 14:35:16	0.47580000000000006	0.000857174	5.3395
31	2025-08-27 14:35:18	0.5978	0.000848276	4.7059999999999995
32	2025-08-27 14:35:19	0.8784000000000001	0.0008660720000000001	2.896
33	2025-08-27 14:35:20	0.6832	0.0010618280000000001	-0.905
34	2025-08-27 14:35:21	0.6832	0.000952086	0.9954999999999999
35	2025-08-27 14:35:22	0.549	0.0009550520000000001	1.0859999999999999
36	2025-08-27 14:45:16	0.549	0.00111225	1.0859999999999999
37	2025-08-27 14:45:18	0.6344000000000001	0.000913528	1.3575
38	2025-08-27 14:45:19	0.7076	0.001064794	0.9954999999999999
39	2025-08-27 14:45:20	0.7076	0.001002508	1.0859999999999999
40	2025-08-27 14:45:21	0.61	0.000928358	1.267
41	2025-08-27 14:45:22	0.7320000000000001	0.000952086	0.9954999999999999
42	2025-08-27 14:55:16	0.6588	0.000913528	0.9954999999999999
43	2025-08-27 14:55:18	0.7808	0.0009342900000000001	1.267
44	2025-08-27 14:55:19	0.7442000000000001	0.00114191	1.1764999999999999
45	2025-08-27 14:55:20	0.793	0.0009550520000000001	1.1764999999999999
46	2025-08-27 14:55:21	0.6466000000000001	0.001041066	1.267
47	2025-08-27 14:55:22	0.7076	0.000975814	0.9954999999999999
48	2025-08-27 15:05:16	0.6832	0.000827514	0.9954999999999999
49	2025-08-27 15:05:18	0.6344000000000001	0.000872004	0.905
50	2025-08-27 15:05:19	0.7442000000000001	0.000907596	0.724
51	2025-08-27 15:05:20	0.6344000000000001	0.00083048	0.905
52	2025-08-27 15:05:21	0.6832	0.00096395	1.267
53	2025-08-27 15:05:22	0.7686000000000001	0.001017338	1.0859999999999999
54	2025-08-27 15:15:16	0.5002	0.00102327	0.8145
55	2025-08-27 15:15:18	0.549	0.001058862	1.3575
56	2025-08-27 15:15:19	0.61	0.001058862	0.6335
57	2025-08-27 15:15:20	0.6222000000000001	0.000987678	1.5385
58	2025-08-27 15:15:21	0.61	0.00097878	1.629
59	2025-08-27 15:15:22	0.5002	0.001121148	1.1764999999999999
60	2025-08-27 15:25:16	0.5612	0.000946154	0.9954999999999999
61	2025-08-27 15:25:18	0.5612	0.000872004	1.0859999999999999
62	2025-08-27 15:25:19	0.6222000000000001	0.000812684	1.0859999999999999
63	2025-08-27 15:25:20	0.6588	0.000895732	0.8145
64	2025-08-27 15:25:21	0.6344000000000001	0.0009342900000000001	1.3575
65	2025-08-27 15:25:22	0.61	0.000880902	1.267
66	2025-08-27 15:35:16	0.61	0.0009224260000000001	0.6335
67	2025-08-27 15:35:18	0.5856	0.00120123	0.905
68	2025-08-27 15:35:19	0.549	0.000901664	0.9954999999999999
69	2025-08-27 15:35:20	0.549	0.000854208	0.9954999999999999
70	2025-08-27 15:35:21	0.5612	0.000857174	1.3575
71	2025-08-27 15:35:22	0.6344000000000001	0.000895732	0.9954999999999999
72	2025-08-27 15:45:16	0.5978	0.0009669160000000001	1.1764999999999999
73	2025-08-27 15:45:18	0.5124000000000001	0.001020304	1.3575
74	2025-08-27 15:45:19	0.47580000000000006	0.001014372	1.448
75	2025-08-27 15:45:20	0.48800000000000004	0.00099361	0.9954999999999999
76	2025-08-27 15:45:21	0.61	0.000931324	0.905
77	2025-08-27 15:45:22	0.5246000000000001	0.000880902	1.1764999999999999
78	2025-08-27 15:55:16	0.61	0.00096395	1.5385
79	2025-08-27 15:55:18	0.793	0.000946154	1.0859999999999999
80	2025-08-27 15:55:19	0.549	0.001076658	1.1764999999999999
81	2025-08-27 15:55:20	0.61	0.00094912	1.267
82	2025-08-27 15:55:21	0.6466000000000001	0.0009669160000000001	1.1764999999999999
83	2025-08-27 15:55:22	0.6222000000000001	0.000886834	0.9954999999999999
84	2025-08-27 16:05:16	0.6466000000000001	0.00097878	1.3575
85	2025-08-27 16:05:18	0.671	0.000943188	1.3575
86	2025-08-27 16:05:19	0.6588	0.0009342900000000001	1.1764999999999999
87	2025-08-27 16:05:20	0.6832	0.000972848	0.9954999999999999
88	2025-08-27 16:05:21	0.5734	0.0010618280000000001	1.3575
89	2025-08-27 16:05:22	0.6222000000000001	0.000943188	1.0859999999999999
90	2025-08-27 16:15:16	0.7442000000000001	0.000886834	1.3575
91	2025-08-27 16:15:18	0.5612	0.0009669160000000001	1.267
92	2025-08-27 16:15:19	0.6466000000000001	0.000928358	1.3575
93	2025-08-27 16:15:20	0.6466000000000001	0.000925392	1.0859999999999999
94	2025-08-27 16:15:21	0.5734	0.000937256	0.9954999999999999
95	2025-08-27 16:15:22	0.671	0.000940222	1.0859999999999999
96	2025-08-27 16:25:16	0.6222000000000001	0.0008898	1.448
97	2025-08-27 16:25:18	0.5856	0.000901664	1.448
98	2025-08-27 16:25:19	0.6222000000000001	0.0009224260000000001	1.1764999999999999
99	2025-08-27 16:25:20	0.6466000000000001	0.000943188	1.0859999999999999
100	2025-08-27 16:25:21	0.5856	0.00086014	1.0859999999999999
101	2025-08-27 16:25:22	0.6466000000000001	0.00084531	1.1764999999999999
102	2025-08-27 16:35:16	0.6832	0.0009669160000000001	0.9954999999999999
103	2025-08-27 16:35:18	0.7442000000000001	0.0010944540000000001	1.1764999999999999
104	2025-08-27 16:35:19	0.7198	0.000975814	1.1764999999999999
105	2025-08-27 16:35:20	0.6466000000000001	0.00105293	1.5385
106	2025-08-27 16:35:21	0.61	0.001032168	1.3575
107	2025-08-27 16:35:22	0.7320000000000001	0.000946154	1.267
108	2025-08-27 16:45:16	0.915	0.000913528	1.0859999999999999
109	2025-08-27 16:45:18	0.8052	0.000969882	1.267
110	2025-08-27 16:45:19	0.8784000000000001	0.000990644	0.9954999999999999
111	2025-08-27 16:45:20	0.8052	0.000928358	1.0859999999999999
112	2025-08-27 16:45:21	0.8174	0.000960984	0.905
113	2025-08-27 16:45:22	0.9028	0.000916494	0.905
114	2025-08-27 16:55:16	0.7686000000000001	0.001115216	0.9954999999999999
115	2025-08-27 16:55:18	0.7686000000000001	0.00091946	1.0859999999999999
116	2025-08-27 16:55:19	0.7442000000000001	0.001011406	0.905
117	2025-08-27 16:55:20	0.915	0.000913528	0.9954999999999999
118	2025-08-27 16:55:21	0.7320000000000001	0.000946154	1.0859999999999999
119	2025-08-27 16:55:22	0.7686000000000001	0.000940222	1.1764999999999999
120	2025-08-27 17:05:16	0.9638000000000001	0.000898698	0.905
121	2025-08-27 17:05:18	0.8784000000000001	0.000981746	1.3575
122	2025-08-27 17:05:19	0.9882000000000001	0.00099361	1.0859999999999999
123	2025-08-27 17:05:20	0.9394	0.001079624	1.0859999999999999
124	2025-08-27 17:05:21	1.0492000000000001	0.001115216	0.8145
125	2025-08-27 17:05:22	0.9638000000000001	0.001135978	0.9954999999999999
126	2025-08-27 17:15:16	1.1224	0.00094912	0.905
127	2025-08-27 17:15:18	1.1102	0.000913528	0.724
128	2025-08-27 17:15:19	1.0858	0.001070726	0.724
129	2025-08-27 17:15:20	1.0736	0.000895732	0.905
130	2025-08-27 17:15:21	1.1224	0.00099361	1.1764999999999999
131	2025-08-27 17:15:22	0.9638000000000001	0.0009550520000000001	0.8145
132	2025-08-27 17:25:16	0.9516000000000001	0.00096395	1.0859999999999999
133	2025-08-27 17:25:18	1.0858	0.000886834	1.267
134	2025-08-27 17:25:19	0.9638000000000001	0.0009342900000000001	0.724
135	2025-08-27 17:25:20	1.1102	0.000946154	0.9954999999999999
136	2025-08-27 17:25:21	0.9882000000000001	0.001011406	1.3575
137	2025-08-27 17:25:22	1.0492000000000001	0.0008898	0.905
138	2025-08-27 17:35:16	0.9272	0.000928358	1.3575
139	2025-08-27 17:35:18	1.0248000000000002	0.000872004	1.267
140	2025-08-27 17:35:19	0.8296	0.0008898	0.9954999999999999
141	2025-08-27 17:35:20	0.9760000000000001	0.000984712	0.905
142	2025-08-27 17:35:21	1.0248000000000002	0.00100844	0.905
143	2025-08-27 17:35:22	0.9882000000000001	0.000984712	1.1764999999999999
144	2025-08-27 17:45:16	1.0614000000000001	0.000883868	0.724
145	2025-08-27 17:45:18	0.9394	0.000818616	0.905
146	2025-08-27 17:45:19	1.0370000000000001	0.001011406	0.905
147	2025-08-27 17:45:20	0.9516000000000001	0.00094912	1.0859999999999999
148	2025-08-27 17:45:21	0.8662000000000001	0.0009105620000000001	0.9954999999999999
149	2025-08-27 17:45:22	0.8906000000000001	0.000928358	1.0859999999999999
150	2025-08-27 17:55:16	1.1102	0.000987678	0.905
151	2025-08-27 17:55:18	1.1712	0.001233856	1.267
152	2025-08-27 17:55:19	1.159	0.001079624	0.905
153	2025-08-27 17:55:20	1.2932000000000001	0.00111225	0.724
154	2025-08-27 17:55:21	1.2932000000000001	0.0010054740000000001	0.9954999999999999
155	2025-08-27 17:55:22	1.2078	0.001100386	0.724
156	2025-08-27 18:05:16	0.915	0.00090463	0.6335
157	2025-08-27 18:05:18	0.8906000000000001	0.0009550520000000001	1.0859999999999999
158	2025-08-27 18:05:19	0.8052	0.000883868	0.9954999999999999
159	2025-08-27 18:05:20	0.7808	0.000916494	0.8145
160	2025-08-27 18:05:21	0.7442000000000001	0.000913528	0.9954999999999999
161	2025-08-27 18:05:22	0.793	0.000848276	1.267
162	2025-08-27 18:15:16	1.0004	0.000990644	0.724
163	2025-08-27 18:15:18	0.8540000000000001	0.0011508080000000001	0.905
164	2025-08-27 18:15:19	0.9394	0.00100844	1.1764999999999999
165	2025-08-27 18:15:20	0.9394	0.001049964	0.8145
166	2025-08-27 18:15:21	0.8540000000000001	0.00096395	1.0859999999999999
167	2025-08-27 18:15:22	0.9272	0.000960984	1.0859999999999999
168	2025-08-27 18:25:16	1.0126000000000002	0.00087497	0.8145
169	2025-08-27 18:25:18	0.8784000000000001	0.0008779360000000001	0.9954999999999999
170	2025-08-27 18:25:19	0.9760000000000001	0.000857174	0.8145
171	2025-08-27 18:25:20	0.9638000000000001	0.000901664	0.8145
172	2025-08-27 18:25:21	0.9882000000000001	0.000928358	0.8145
173	2025-08-27 18:25:22	0.9760000000000001	0.000969882	0.4525
174	2025-08-27 18:35:16	1.1956	0.001109284	0.9954999999999999
175	2025-08-27 18:35:18	1.1956	0.001044032	0.8145
176	2025-08-27 18:35:19	1.22	0.0010381	0.6335
177	2025-08-27 18:35:20	1.1956	0.00097878	0.9954999999999999
178	2025-08-27 18:35:21	1.2444000000000002	0.0009224260000000001	0.905
179	2025-08-27 18:35:22	1.2688000000000001	0.00090463	0.8145
180	2025-08-27 18:45:16	0.9882000000000001	0.000943188	0.724
181	2025-08-27 18:45:18	1.0858	0.001130046	0.8145
182	2025-08-27 18:45:19	1.342	0.001138944	0.724
183	2025-08-27 18:45:20	1.1834	0.001076658	0.8145
184	2025-08-27 18:45:21	1.2932000000000001	0.001189366	0.9954999999999999
185	2025-08-27 18:45:22	1.1224	0.00099361	0.724
186	2025-08-27 18:55:16	1.0614000000000001	0.001002508	0.8145
187	2025-08-27 18:55:18	1.5372000000000001	0.000975814	0.6335
188	2025-08-27 18:55:19	1.1346	0.000958018	0.8145
189	2025-08-27 18:55:20	1.2810000000000001	0.001049964	1.0859999999999999
190	2025-08-27 18:55:21	1.1468	0.000990644	0.6335
191	2025-08-27 18:55:22	1.1956	0.000916494	0.6335
192	2025-08-27 19:05:16	1.0492000000000001	0.001091488	0.9954999999999999
193	2025-08-27 19:05:18	1.1712	0.0009669160000000001	0.6335
194	2025-08-27 19:05:19	1.1224	0.000996576	0.724
195	2025-08-27 19:05:20	1.0736	0.000969882	0.6335
196	2025-08-27 19:05:21	1.0614000000000001	0.00102327	0.905
197	2025-08-27 19:05:22	1.1224	0.000940222	0.8145
198	2025-08-27 19:15:16	1.1102	0.000839378	0.4525
199	2025-08-27 19:15:18	1.0126000000000002	0.000880902	0.362
200	2025-08-27 19:15:19	0.9882000000000001	0.000913528	0.6335
201	2025-08-27 19:15:20	1.0736	0.00096395	0.362
202	2025-08-27 19:15:21	0.9760000000000001	0.000854208	0.724
203	2025-08-27 19:15:22	1.0370000000000001	0.000854208	0.5429999999999999
204	2025-08-27 19:25:16	1.0492000000000001	0.000952086	0.362
205	2025-08-27 19:25:18	1.0004	0.000901664	0.8145
206	2025-08-27 19:25:19	0.9516000000000001	0.000880902	0.905
207	2025-08-27 19:25:20	1.2078	0.00078599	0.0905
208	2025-08-27 19:25:21	1.2322000000000002	0.00078599	0.6335
209	2025-08-27 19:25:22	1.0126000000000002	0.00091946	0.27149999999999996
210	2025-08-27 19:35:16	1.2078	0.00097878	0.6335
211	2025-08-27 19:35:18	1.1224	0.00086014	0.724
212	2025-08-27 19:35:19	1.1346	0.000857174	0.4525
213	2025-08-27 19:35:20	1.0858	0.000848276	0.362
214	2025-08-27 19:35:21	1.0492000000000001	0.000854208	0.8145
215	2025-08-27 19:35:22	1.0126000000000002	0.00087497	0.6335
216	2025-08-27 19:45:16	0.9272	0.000812684	0.4525
217	2025-08-27 19:45:18	0.9760000000000001	0.00090463	0.724
218	2025-08-27 19:45:19	1.1712	0.000937256	0.6335
219	2025-08-27 19:45:20	0.9638000000000001	0.001011406	0.6335
220	2025-08-27 19:45:21	0.9394	0.00096395	0.8145
221	2025-08-27 19:45:22	1.0126000000000002	0.0009342900000000001	0.5429999999999999
222	2025-08-27 19:55:16	1.159	0.00090463	0.27149999999999996
223	2025-08-27 19:55:18	1.098	0.00087497	0.5429999999999999
224	2025-08-27 19:55:19	1.0248000000000002	0.0009105620000000001	0.362
225	2025-08-27 19:55:20	0.9638000000000001	0.002604148	1.1764999999999999
226	2025-08-27 19:55:21	1.2322000000000002	0.000848276	0.9954999999999999
227	2025-08-27 19:55:22	0.9882000000000001	0.005202364	1.0859999999999999
228	2025-08-27 20:05:16	1.1346	0.0009224260000000001	0.4525
229	2025-08-27 20:05:18	1.0248000000000002	0.000969882	0.8145
230	2025-08-27 20:05:19	1.0370000000000001	0.001411816	0.905
231	2025-08-27 20:05:20	1.098	0.0009224260000000001	0.724
232	2025-08-27 20:05:21	1.0004	0.00096395	0.27149999999999996
233	2025-08-27 20:05:22	1.0736	0.000931324	0.362
234	2025-08-27 20:15:16	0.9760000000000001	0.000958018	0.8145
235	2025-08-27 20:15:18	1.8422	0.001044032	0.5429999999999999
236	2025-08-27 20:15:19	0.9760000000000001	0.00100844	0.8145
237	2025-08-27 20:15:20	1.0370000000000001	0.00102327	0.4525
238	2025-08-27 20:15:21	1.0370000000000001	0.001322836	1.0859999999999999
239	2025-08-27 20:15:22	1.0004	0.000958018	0.9954999999999999
240	2025-08-27 20:25:16	1.0370000000000001	0.000990644	0.724
241	2025-08-27 20:25:18	1.2078	0.000990644	0.6335
242	2025-08-27 20:25:19	1.159	0.001076658	1.1764999999999999
243	2025-08-27 20:25:20	1.4396	0.00087497	0.362
244	2025-08-27 20:25:21	1.0614000000000001	0.0008898	1.1764999999999999
245	2025-08-27 20:25:22	1.1102	0.00097878	0.8145
246	2025-08-27 20:35:16	1.2810000000000001	0.000981746	0.905
247	2025-08-27 20:35:18	0.9882000000000001	0.000984712	0.905
248	2025-08-27 20:35:19	1.1224	0.001147842	0.724
249	2025-08-27 20:35:20	1.159	0.0010292020000000001	0.8145
250	2025-08-27 20:35:21	1.0492000000000001	0.0009342900000000001	1.1764999999999999
251	2025-08-27 20:35:22	1.0614000000000001	0.0010054740000000001	0.6335
252	2025-08-27 20:45:16	1.0492000000000001	0.0010618280000000001	0.6335
253	2025-08-27 20:45:18	1.1346	0.00097878	0.905
254	2025-08-27 20:45:19	1.1956	0.001011406	0.905
255	2025-08-27 20:45:20	1.1102	0.000990644	1.1764999999999999
256	2025-08-27 20:45:21	1.1102	0.001014372	0.724
257	2025-08-27 20:45:22	1.2566000000000002	0.000946154	0.5429999999999999
258	2025-08-27 20:55:16	1.159	0.0009105620000000001	0.724
259	2025-08-27 20:55:18	1.098	0.0008898	1.3575
260	2025-08-27 20:55:19	1.0492000000000001	0.00097878	0.8145
261	2025-08-27 20:55:20	1.0736	0.001044032	1.267
262	2025-08-27 20:55:21	1.1102	0.0011181820000000001	0.905
263	2025-08-27 20:55:22	1.1834	0.00090463	0.5429999999999999
264	2025-08-27 21:05:16	1.2566000000000002	0.000848276	0.5429999999999999
265	2025-08-27 21:05:18	1.1834	0.000931324	0.724
266	2025-08-27 21:05:19	1.098	0.00100844	0.724
267	2025-08-27 21:05:20	1.0492000000000001	0.001014372	0.4525
268	2025-08-27 21:05:21	1.3908	0.00108259	0.5429999999999999
269	2025-08-27 21:05:22	1.3054000000000001	0.001103352	0.362
270	2025-08-27 21:15:16	1.3176	0.002159248	0.724
271	2025-08-27 21:15:18	1.4762000000000002	0.002621944	0.9954999999999999
272	2025-08-27 21:15:19	1.403	0.001236822	0.9954999999999999
273	2025-08-27 21:15:20	1.3298	0.00106776	1.0859999999999999
274	2025-08-27 21:15:21	1.2810000000000001	0.001088522	1.1764999999999999
275	2025-08-27 21:15:22	1.2078	0.001073692	0.27149999999999996
276	2025-08-27 21:25:16	1.0614000000000001	0.000913528	1.1764999999999999
277	2025-08-27 21:25:18	1.0370000000000001	0.000984712	0.9954999999999999
278	2025-08-27 21:25:19	1.0736	0.000981746	0.9954999999999999
279	2025-08-27 21:25:20	0.9882000000000001	0.000969882	0.905
280	2025-08-27 21:25:21	0.9760000000000001	0.001073692	0.905
281	2025-08-27 21:25:22	1.0492000000000001	0.00090463	0.4525
282	2025-08-27 21:35:16	1.5494	0.001046998	0.5429999999999999
283	2025-08-27 21:35:18	1.3542	0.000981746	0.5429999999999999
284	2025-08-27 21:35:19	1.3908	0.001073692	0.9954999999999999
285	2025-08-27 21:35:20	1.4274	0.000984712	0.6335
286	2025-08-27 21:35:21	1.3664	0.00099361	0.27149999999999996
287	2025-08-27 21:35:22	1.5006000000000002	0.00100844	0.905
288	2025-08-27 21:45:16	1.2322000000000002	0.001106318	0.6335
289	2025-08-27 21:45:18	1.22	0.00105293	0.9954999999999999
290	2025-08-27 21:45:19	1.1956	0.00114191	0.8145
291	2025-08-27 21:45:20	1.2322000000000002	0.001032168	0.362
292	2025-08-27 21:45:21	1.2688000000000001	0.001044032	0.5429999999999999
293	2025-08-27 21:45:22	1.3176	0.0010944540000000001	0.905
294	2025-08-27 21:55:16	1.3786	0.000931324	0.905
295	2025-08-27 21:55:18	1.4274	0.00097878	0.905
296	2025-08-27 21:55:19	1.2810000000000001	0.001064794	0.905
297	2025-08-27 21:55:20	1.3908	0.001322836	0.5429999999999999
298	2025-08-27 21:55:21	1.3542	0.000969882	0.5429999999999999
299	2025-08-27 21:55:22	1.3664	0.00100844	0.905
300	2025-08-27 22:05:16	1.3176	0.000960984	1.1764999999999999
